ID;C_G;Licence_plate;Category;Color;Trajectory_start;Trajectory_end;Average_ speed_kpxh;Minimum_speed_kpxh;Maximum_speed_kpxh;Section_speed_kmh;Duration_of_occurrence_s;Stationary_duration_s
1404226;C115_G2;;car;black;1665905537420;1665905538040;274.17;267.02;331.38;;0.36;0.00
1404475;C115_G2;;bus;silver;1665905626447;1665905628019;81.77;81.77;81.77;;1.57;1.57
1404599;C115_G2;;car;silver;1665905690060;1665905690480;425.17;396.25;473.37;;0.32;0.00
1404661;C115_G2;;car;silver;1665905728000;1665905728040;400.65;400.65;400.65;;0.04;0.00
1405075;C115_G2;;car;black;1665905879080;1665905879480;454.49;435.54;517.62;;0.26;0.00
1405200;C115_G2;;car;black;1665905911180;1665905911320;380.75;380.75;380.75;;0.14;0.00
1405444;C115_G2;;car;black;1665906007760;1665906007980;250.29;250.29;250.29;;0.22;0.00
1405541;C115_G2;;car;black;1665906041060;1665906041560;375.97;304.44;423.85;;0.50;0.00
1405720;C115_G2;;light;white;1665906127980;1665906128340;432.12;410.02;454.22;;0.36;0.00
1405802;C115_G2;;car;silver;1665906141720;1665906142120;439.24;420.18;469.20;;0.36;0.00
1405966;C115_G2;;car;red;1665906196760;1665906196920;339.38;339.38;339.38;;0.16;0.00
1406675;C115_G2;;car;white;1665906487460;1665906487880;384.74;365.63;405.77;;0.42;0.00
1406773;C115_G2;;car;silver;1665906545620;1665906546160;332.19;306.59;349.78;;0.54;0.00
1407228;C115_G2;;light;orange;1665906780220;1665906780800;422.26;334.96;481.26;;0.28;0.00
