ID;;C_G;Licence_plate;Category;Color;Trajectory_start;Trajectory_end;Average_ speed_kpxh;Minimum_speed_kpxh;Maximum_speed_kpxh;Section_speed_kmh;Duration_of_occurrence_s;Stationary_duration_s;;
1439607;148;C115_G1;;car;black;1665917580660;1665917580860;336.33;336.33;336.33;;0.20;0.00;;
1439778;171;C115_G1;;car;black;1665917651280;1665917651500;384.82;357.14;390.98;;0.22;0.00;;
1439783;5;C115_G1;;car;white;1665917652960;1665917653360;365.04;347.90;385.97;;0.40;0.00;;
1439880;97;C115_G1;;car;black;1665917679220;1665917679380;606.17;586.91;608.92;;0.16;0.00;;
1439902;22;C115_G1;;car;silver;1665917689160;1665917689280;465.88;465.88;465.88;;0.12;0.00;;
1439966;64;C115_G1;;car;black;1665917713640;1665917713800;496.45;470.12;505.22;;0.16;0.00;;
1440036;70;C115_G1;;car;silver;1665917735380;1665917735600;459.48;456.51;489.21;;0.22;0.00;;
1440042;6;C115_G1;;car;black;1665917738260;1665917738500;191.17;191.17;191.17;;0.24;0.00;;
1440421;379;C115_G1;;car;white;1665917879760;1665917879860;401.98;401.98;401.98;;0.10;0.00;;
1440778;357;C115_G1;;car;black;1665917997420;1665917997580;510.32;510.32;510.32;;0.16;0.00;;
1440839;61;C115_G1;;car;black;1665918013160;1665918013300;508.62;498.99;532.69;;0.14;0.00;;
1440869;30;C115_G1;;car;black;1665918021880;1665918022060;322.03;322.03;322.03;;0.18;0.00;;
1440987;118;C115_G1;;car;black;1665918046800;1665918047040;156.49;156.49;156.49;;0.24;0.00;;
1441044;57;C115_G1;;car;silver;1665918066720;1665918068400;94.41;71.75;117.06;;1.68;1.68;;
1441084;40;C115_G1;;car;black;1665918073960;1665918074120;296.14;296.14;296.14;;0.16;0.00;;
1441419;335;C115_G1;;car;black;1665918156680;1665918156920;358.07;354.39;360.69;;0.24;0.00;;
1441566;147;C115_G1;;car;silver;1665918198380;1665918198500;534.49;534.49;534.49;;0.12;0.00;;
1442033;467;C115_G1;;car;red;1665918373040;1665918373280;333.22;333.22;333.22;;0.24;0.00;;
1442355;322;C115_G1;;car;silver;1665918531620;1665918531800;556.56;556.56;556.56;;0.18;0.00;;
1442626;271;C115_G1;;car;white;1665918606000;1665918606040;265.14;265.14;265.14;;0.04;0.00;;
1442689;63;C115_G1;;car;silver;1665918624320;1665918624540;406.76;406.76;406.76;;0.22;0.00;;
1442696;7;C115_G1;;car;black;1665918628160;1665918628260;363.46;363.46;363.46;;0.10;0.00;;
1442858;162;C115_G1;;car;silver;1665918729700;1665918729740;346.39;346.39;346.39;;0.04;0.00;;
1442936;78;C115_G1;;car;black;1665918771840;1665918771920;719.14;719.14;719.14;;0.08;0.00;;
1443040;104;C115_G1;;car;silver;1665918838120;1665918838300;336.71;336.71;336.71;;0.18;0.00;;
1443140;100;C115_G1;;car;black;1665918896740;1665918897020;421.54;405.84;449.82;;0.28;0.00;;
1443359;219;C115_G1;;car;black;1665918975960;1665918976000;351.31;351.31;351.31;;0.04;0.00;;
1443443;84;C115_G1;;car;silver;1665919015920;1665919016080;466.58;448.56;484.61;;0.16;0.00;;
1443564;121;C115_G1;;car;silver;1665919076880;1665919077140;515.84;493.90;565.20;;0.26;0.00;;
1443662;98;C115_G1;;car;black;1665919103840;1665919103860;375.97;375.97;375.97;;0.02;0.00;;
1443689;27;C115_G1;;car;black;1665919113840;1665919113980;738.27;730.97;782.07;;0.14;0.00;;
1444001;312;C115_G1;;bus;white;1665919270550;1665919270630;422.22;422.22;422.22;;0.08;0.08;;
1444253;252;C115_G1;;car;black;1665919406200;1665919406400;403.27;387.86;418.67;;0.20;0.00;;
1444272;19;C115_G1;;car;white;1665919409600;1665919409680;378.81;378.81;378.81;;0.08;0.00;;
1444386;114;C115_G1;;car;black;1665919453120;1665919453240;683.24;631.73;693.54;;0.12;0.00;;
1444405;19;C115_G1;;car;silver;1665919461780;1665919461860;535.89;535.89;535.89;;0.08;0.00;;
1444580;175;C115_G1;;car;silver;1665919532580;1665919532680;687.45;687.45;687.45;;0.10;0.00;;
1444842;262;C115_G1;;car;black;1665919606840;1665919607000;397.64;397.64;397.64;;0.16;0.00;;
1444941;99;C115_G1;;car;blue;1665919649440;1665919649620;317.26;317.26;317.26;;0.18;0.00;;
1444999;58;C115_G1;;car;white;1665919673320;1665919673360;549.19;549.19;549.19;;0.04;0.00;;
1445063;64;C115_G1;;car;black;1665919706260;1665919706400;671.52;671.52;671.52;;0.14;0.00;;
1445299;236;C115_G1;;car;silver;1665919849140;1665919849160;622.69;622.69;622.69;;0.02;0.00;;
1445319;20;C115_G1;;car;silver;1665919856280;1665919856300;589.84;589.84;589.84;;0.02;0.00;;
1445419;100;C115_G1;;car;black;1665919912340;1665919912500;406.51;406.51;406.51;;0.16;0.00;;
1445478;59;C115_G1;;car;black;1665919957680;1665919957740;457.33;457.33;457.33;;0.06;0.00;;
1445495;17;C115_G1;;car;silver;1665919972740;1665919972940;489.31;478.30;533.35;;0.20;0.00;;
1445519;24;C115_G1;;car;black;1665919994400;1665919994800;146.09;146.09;146.09;;0.40;0.40;;
1445534;15;C115_G1;;car;black;1665919997760;1665919998020;249.59;249.59;249.59;;0.26;0.26;;
1445542;8;C115_G1;;car;black;1665920002460;1665920002520;226.70;226.70;226.70;;0.06;0.00;;
1445778;236;C115_G1;;car;silver;1665920103080;1665920103280;273.06;273.06;273.06;;0.20;0.00;;
1445896;118;C115_G1;;car;black;1665920159520;1665920159680;729.13;711.42;758.65;;0.16;0.00;;
1445960;64;C115_G1;;car;black;1665920189220;1665920189360;634.44;622.81;663.52;;0.14;0.00;;
1446112;152;C115_G1;;car;black;1665920282540;1665920282660;377.70;377.70;377.70;;0.12;0.00;;
1446168;56;C115_G1;;car;silver;1665920329380;1665920329540;646.80;620.61;672.99;;0.16;0.00;;
1446256;88;C115_G1;;car;black;1665920365540;1665920365660;564.66;545.06;574.46;;0.12;0.00;;
1446298;42;C115_G1;;car;black;1665920375120;1665920375220;646.46;646.46;646.46;;0.10;0.00;;
1446320;22;C115_G1;;car;black;1665920384020;1665920384180;434.12;434.12;434.12;;0.16;0.00;;
1446409;89;C115_G1;;car;black;1665920426700;1665920427320;351.75;343.28;430.84;;0.62;0.00;;
1446571;162;C115_G1;;car;silver;1665920490540;1665920490680;534.27;534.27;534.27;;0.14;0.00;;
1446577;6;C115_G1;;car;red;1665920493620;1665920493660;505.25;505.25;505.25;;0.04;0.00;;
1446712;135;C115_G1;;car;silver;1665920541060;1665920541220;700.98;700.98;700.98;;0.16;0.00;;
1446854;142;C115_G1;;car;black;1665920606360;1665920606500;463.05;463.05;463.05;;0.14;0.00;;
1446888;34;C115_G1;;car;black;1665920622920;1665920623100;481.57;470.37;487.17;;0.18;0.00;;
1446897;9;C115_G1;;car;white;1665920626440;1665920626620;529.70;520.22;562.89;;0.18;0.00;;
1446901;4;C115_G1;;car;silver;1665920628480;1665920628500;565.28;565.28;565.28;;0.02;0.00;;
1446903;2;C115_G1;;car;silver;1665920630160;1665920630240;527.90;527.90;527.90;;0.08;0.00;;
1446910;7;C115_G1;;car;black;1665920634040;1665920634240;441.33;441.33;441.33;;0.20;0.00;;
1446913;3;C115_G1;;car;red;1665920636080;1665920636200;606.57;606.57;606.57;;0.12;0.00;;
1447095;182;C115_G1;;car;silver;1665920741280;1665920741500;532.77;515.65;578.43;;0.22;0.00;;
1447124;29;C115_G1;;car;white;1665920758180;1665920758300;659.66;642.39;676.93;;0.12;0.00;;
1447134;10;C115_G1;;bicycle;undefined;1665920766940;1665920767140;390.98;390.98;390.98;;0.20;0.00;;
1447229;95;C115_G1;;car;black;1665920799520;1665920799720;456.33;442.26;477.44;;0.20;0.00;;
1447686;457;C115_G1;;car;silver;1665921047980;1665921048220;317.84;316.13;321.25;;0.24;0.00;;
1447793;107;C115_G1;;car;black;1665921075260;1665921075360;411.18;411.18;411.18;;0.10;0.00;;
1448007;214;C115_G1;;car;black;1665921154980;1665921155220;316.34;316.34;316.34;;0.24;0.00;;
1448030;23;C115_G1;;car;black;1665921163280;1665921163440;513.16;505.17;537.14;;0.16;0.00;;
1448040;10;C115_G1;;car;white;1665921167360;1665921167520;253.63;253.63;253.63;;0.16;0.00;;
1448199;159;C115_G1;;car;black;1665921220060;1665921220220;451.23;451.23;451.23;;0.16;0.00;;
1448283;84;C115_G1;;car;silver;1665921237980;1665921238060;590.47;590.47;590.47;;0.08;0.00;;
1448371;88;C115_G1;;car;black;1665921271360;1665921271480;343.21;343.21;343.21;;0.12;0.00;;
1448488;117;C115_G1;;car;black;1665921322120;1665921322320;453.87;439.66;468.08;;0.20;0.00;;
1448494;6;C115_G1;;car;black;1665921325240;1665921325460;418.70;368.66;423.70;;0.22;0.00;;
1448553;59;C115_G1;;car;silver;1665921352860;1665921352940;560.04;560.04;560.04;;0.08;0.00;;
1448657;104;C115_G1;;car;black;1665921409400;1665921409500;770.50;770.50;770.50;;0.10;0.00;;
1448667;10;C115_G1;;car;black;1665921414080;1665921414200;816.84;800.30;833.38;;0.12;0.00;;
1448681;14;C115_G1;;car;silver;1665921419620;1665921419760;628.70;604.69;646.70;;0.14;0.00;;
1448796;115;C115_G1;;car;black;1665921491040;1665921491180;549.59;537.44;579.98;;0.14;0.00;;
1448839;43;C115_G1;;car;silver;1665921502720;1665921502900;365.26;365.26;365.26;;0.18;0.00;;
1448846;7;C115_G1;;car;black;1665921504960;1665921505180;365.53;359.11;394.46;;0.22;0.00;;
1448852;6;C115_G1;;car;black;1665921508480;1665921508660;479.46;470.18;484.11;;0.18;0.00;;
1448998;146;C115_G1;;car;black;1665921556600;1665921556780;540.09;524.08;548.10;;0.18;0.00;;
1449012;14;C115_G1;;car;black;1665921559820;1665921559880;509.00;509.00;509.00;;0.06;0.00;;
1449199;187;C115_G1;;light;white;1665921617020;1665921617060;546.39;546.39;546.39;;0.04;0.00;;
1449415;216;C115_G1;;car;silver;1665921709620;1665921709740;816.56;812.49;836.89;;0.12;0.00;;
1449522;107;C115_G1;;car;white;1665921754220;1665921754400;524.77;506.39;533.95;;0.18;0.00;;
1449726;204;C115_G1;;car;black;1665921836720;1665921836900;571.70;560.50;610.93;;0.18;0.00;;
1449872;146;C115_G1;;car;silver;1665921878420;1665921878460;284.30;284.30;284.30;;0.04;0.00;;
1449899;27;C115_G1;;car;black;1665921887360;1665921887500;576.47;576.47;576.47;;0.14;0.00;;
1450063;164;C115_G1;;car;black;1665921957340;1665921957420;398.60;398.60;398.60;;0.08;0.00;;
1450138;75;C115_G1;;car;silver;1665921976920;1665921976980;445.90;445.90;445.90;;0.06;0.00;;
1450688;550;C115_G1;;car;silver;1665922168320;1665922168500;565.19;515.22;590.17;;0.18;0.00;;
1450822;134;C115_G1;;car;silver;1665922205620;1665922205740;585.46;585.46;585.46;;0.12;0.00;;
1450846;24;C115_G1;;car;black;1665922213520;1665922213540;383.77;383.77;383.77;;0.02;0.00;;
1450879;33;C115_G1;;car;silver;1665922220980;1665922221140;335.09;335.09;335.09;;0.16;0.00;;
1451087;208;C115_G1;;car;white;1665922283860;1665922284160;398.91;359.00;425.52;;0.30;0.00;;
1451180;93;C115_G1;;car;black;1665922313100;1665922313280;527.73;513.05;531.93;;0.18;0.00;;
1451251;71;C115_G1;;car;silver;1665922333820;1665922334000;482.91;482.91;482.91;;0.18;0.00;;
1451307;56;C115_G1;;car;white;1665922355020;1665922355200;315.17;315.17;315.17;;0.18;0.00;;
1451471;164;C115_G1;;car;red;1665922394660;1665922394860;495.27;495.27;495.27;;0.20;0.00;;
1451478;7;C115_G1;;car;black;1665922396880;1665922397020;543.15;519.27;552.70;;0.14;0.00;;
1451533;55;C115_G1;;car;silver;1665922421360;1665922421520;428.22;428.22;428.22;;0.16;0.00;;
1451543;10;C115_G1;;car;black;1665922425680;1665922425860;491.60;491.60;491.60;;0.18;0.00;;
1451557;14;C115_G1;;car;black;1665922429400;1665922429580;452.95;452.95;452.95;;0.18;0.00;;
1451746;189;C115_G1;;car;silver;1665922479960;1665922480000;447.91;447.91;447.91;;0.04;0.00;;
1452109;363;C115_G1;;car;silver;1665922600800;1665922601000;508.22;494.36;540.57;;0.20;0.00;;
1452145;36;C115_G1;;car;silver;1665922615480;1665922615520;454.90;454.90;454.90;;0.04;0.00;;
1452178;33;C115_G1;;car;black;1665922626780;1665922626820;377.87;377.87;377.87;;0.04;0.00;;
1452454;276;C115_G1;;car;black;1665922713640;1665922713760;562.76;562.76;562.76;;0.12;0.00;;
1452468;14;C115_G1;;car;silver;1665922722420;1665922722540;364.29;364.29;364.29;;0.12;0.00;;
1452532;64;C115_G1;;car;black;1665922742620;1665922742820;411.40;401.14;435.35;;0.20;0.00;;
1452561;29;C115_G1;;car;silver;1665922752600;1665922752800;304.25;304.25;304.25;;0.20;0.00;;
1452607;46;C115_G1;;car;black;1665922767200;1665922767440;285.08;279.42;285.60;;0.24;0.00;;
1452781;174;C115_G1;;car;black;1665922846880;1665922846980;246.94;246.94;246.94;;0.10;0.00;;
1452928;147;C115_G1;;car;black;1665922900160;1665922900340;403.36;380.15;409.99;;0.18;0.00;;
1452953;25;C115_G1;;car;silver;1665922909160;1665922909180;325.03;325.03;325.03;;0.02;0.00;;
1452975;22;C115_G1;;car;black;1665922913820;1665922913940;575.27;575.27;575.27;;0.12;0.00;;
1453459;484;C115_G1;;car;black;1665923105420;1665923105480;527.89;527.89;527.89;;0.06;0.00;;
1453524;65;C115_G1;;car;black;1665923127820;1665923127960;470.00;467.17;486.95;;0.14;0.00;;
1453584;60;C115_G1;;car;black;1665923155760;1665923155880;547.99;547.99;547.99;;0.12;0.00;;
1453645;61;C115_G1;;car;black;1665923173400;1665923173440;585.51;585.51;585.51;;0.04;0.00;;
1453651;6;C115_G1;;car;black;1665923176280;1665923176420;711.58;689.58;728.07;;0.14;0.00;;
1454074;423;C115_G1;;car;silver;1665923329860;1665923330040;509.97;509.97;509.97;;0.18;0.00;;
1454205;131;C115_G1;;car;silver;1665923391440;1665923391580;632.61;632.61;632.61;;0.14;0.00;;
1454225;20;C115_G1;;car;silver;1665923401700;1665923401940;378.69;376.87;398.81;;0.24;0.00;;
1454264;39;C115_G1;;car;black;1665923418260;1665923418300;472.91;472.91;472.91;;0.04;0.00;;
1454494;230;C115_G1;;car;black;1665923515660;1665923515840;588.61;583.44;606.73;;0.18;0.00;;
1454501;7;C115_G1;;car;black;1665923520820;1665923520880;573.21;573.21;573.21;;0.06;0.00;;
1455105;604;C115_G1;;car;black;1665923773440;1665923773520;498.29;498.29;498.29;;0.08;0.00;;
1455135;30;C115_G1;;car;silver;1665923784840;1665923784940;599.54;599.54;599.54;;0.10;0.00;;
1455891;756;C115_G1;;light;white;1665924072220;1665924072360;680.19;680.19;680.19;;0.14;0.00;;
1456126;235;C115_G1;;car;black;1665924154480;1665924154700;411.68;385.26;421.58;;0.22;0.00;;
1456264;138;C115_G1;;bus;silver;1665924222380;1665924222460;1265.53;1259.54;1271.53;;0.08;0.00;;
1456435;171;C115_G1;;car;silver;1665924278700;1665924278880;556.51;533.39;575.02;;0.18;0.00;;
1456452;17;C115_G1;;car;black;1665924287280;1665924287600;247.75;247.75;247.75;;0.32;0.00;;
1456816;364;C115_G1;;car;white;1665924430040;1665924430160;623.78;623.78;623.78;;0.12;0.00;;
1456827;11;C115_G1;;car;red;1665924436080;1665924436160;573.89;573.89;573.89;;0.08;0.00;;
1456983;156;C115_G1;;car;blue;1665924472480;1665924472740;388.30;388.30;388.30;;0.26;0.00;;
1457126;143;C115_G1;;car;black;1665924530500;1665924530700;602.45;602.45;602.45;;0.20;0.00;;
1457188;62;C115_G1;;car;silver;1665924557420;1665924557500;359.58;359.58;359.58;;0.08;0.00;;
1457307;119;C115_G1;;car;white;1665924591660;1665924591840;536.75;512.57;548.83;;0.18;0.00;;
1457654;347;C115_G1;;car;silver;1665924725640;1665924725840;292.68;292.68;292.68;;0.20;0.00;;
1457692;38;C115_G1;;car;black;1665924739180;1665924739340;504.42;485.49;515.77;;0.16;0.00;;
1457756;64;C115_G1;;car;silver;1665924764160;1665924764300;530.89;504.36;535.31;;0.14;0.00;;
1458041;285;C115_G1;;car;silver;1665924848300;1665924848500;344.66;344.66;344.66;;0.20;0.00;;
1458084;43;C115_G1;;car;black;1665924854220;1665924854400;439.27;439.27;439.27;;0.18;0.00;;
1458262;178;C115_G1;;car;black;1665924918540;1665924918760;506.30;473.42;518.63;;0.22;0.00;;
1458323;61;C115_G1;;car;silver;1665924944800;1665924944860;410.67;410.67;410.67;;0.06;0.00;;
1458552;229;C115_G1;;car;white;1665925015180;1665925015340;633.48;608.43;641.82;;0.16;0.00;;
1458635;83;C115_G1;;car;black;1665925046400;1665925046500;725.74;708.53;730.05;;0.10;0.00;;
1458879;244;C115_G1;;car;silver;1665925138020;1665925138160;620.71;611.67;643.32;;0.14;0.00;;
1459063;184;C115_G1;;car;silver;1665925191840;1665925191860;627.24;627.24;627.24;;0.02;0.00;;
1459199;136;C115_G1;;car;black;1665925238780;1665925238860;468.60;468.60;468.60;;0.08;0.00;;
1459522;323;C115_G1;;car;silver;1665925358040;1665925358200;524.45;520.86;549.64;;0.16;0.00;;
1459927;405;C115_G1;;car;black;1665925487860;1665925488040;452.57;452.57;452.57;;0.18;0.00;;
1459971;44;C115_G1;;car;silver;1665925504080;1665925504120;400.58;400.58;400.58;;0.04;0.00;;
1460022;51;C115_G1;;car;black;1665925530580;1665925530740;428.72;428.72;428.72;;0.16;0.00;;
1460171;149;C115_G1;;car;silver;1665925596740;1665925596900;527.27;521.74;566.02;;0.16;0.00;;
1460850;679;C115_G1;;car;black;1665925844300;1665925844460;670.53;658.30;690.91;;0.16;0.00;;
1461037;187;C115_G1;;car;black;1665925902600;1665925902620;499.79;499.79;499.79;;0.02;0.00;;
1461042;5;C115_G1;;car;silver;1665925907220;1665925907340;540.04;540.04;540.04;;0.12;0.00;;
1461638;596;C115_G1;;car;white;1665926197420;1665926197560;687.59;666.59;715.58;;0.14;0.00;;
1461749;111;C115_G1;;car;black;1665926225940;1665926226000;586.47;586.47;586.47;;0.06;0.00;;
1461817;68;C115_G1;;car;black;1665926253100;1665926253120;432.27;432.27;432.27;;0.02;0.00;;
1461872;55;C115_G1;;car;black;1665926279640;1665926279680;378.81;378.81;378.81;;0.04;0.00;;
1462316;444;C115_G1;;car;white;1665926475500;1665926475680;462.39;462.39;462.39;;0.18;0.00;;
1462359;43;C115_G1;;car;silver;1665926497000;1665926497080;756.17;756.17;756.17;;0.08;0.00;;
1462644;285;C115_G1;;car;silver;1665926645160;1665926645240;573.96;573.96;573.96;;0.08;0.00;;
1463002;358;C115_G1;;car;black;1665926775260;1665926775360;392.82;392.82;392.82;;0.10;0.00;;
1463164;162;C115_G1;;car;silver;1665926841120;1665926841240;413.52;413.52;413.52;;0.12;0.00;;
1463194;30;C115_G1;;light;white;1665926853980;1665926854040;376.41;376.41;376.41;;0.06;0.00;;
1463204;10;C115_G1;;car;black;1665926856360;1665926856520;533.34;512.44;540.31;;0.16;0.00;;
1463221;17;C115_G1;;car;black;1665926858400;1665926858560;477.01;475.72;480.88;;0.16;0.00;;
1463285;64;C115_G1;;car;black;1665926881080;1665926881260;462.68;435.16;470.54;;0.18;0.00;;
1463358;73;C115_G1;;car;silver;1665926915640;1665926915800;432.72;432.72;432.72;;0.16;0.00;;
1463425;67;C115_G1;;car;black;1665926932820;1665926932940;484.33;484.33;484.33;;0.12;0.00;;
1463542;117;C115_G1;;car;silver;1665926973920;1665926974000;462.35;462.35;462.35;;0.08;0.00;;
1463554;12;C115_G1;;car;black;1665926979100;1665926979320;428.85;421.58;430.47;;0.22;0.00;;
1464355;801;C115_G1;;car;silver;1665927281740;1665927281760;460.01;460.01;460.01;;0.02;0.00;;
1464985;630;C115_G1;;car;black;1665927536360;1665927536420;453.94;453.94;453.94;;0.06;0.00;;
1464997;12;C115_G1;;car;black;1665927541720;1665927541760;360.46;360.46;360.46;;0.04;0.00;;
1465081;84;C115_G1;;car;black;1665927569360;1665927569600;307.61;307.61;307.61;;0.24;0.00;;
1465156;75;C115_G1;;car;silver;1665927593880;1665927594120;446.95;432.90;466.62;;0.24;0.00;;
1465234;78;C115_G1;;car;silver;1665927611360;1665927611420;506.22;506.22;506.22;;0.06;0.00;;
1465388;154;C115_G1;;car;black;1665927644540;1665927644660;424.46;424.46;424.46;;0.12;0.00;;
1465510;122;C115_G1;;car;black;1665927685540;1665927685620;552.86;552.86;552.86;;0.08;0.00;;
1465884;374;C115_G1;;car;black;1665927818520;1665927818560;554.34;554.34;554.34;;0.04;0.00;;
1465988;104;C115_G1;;car;white;1665927861840;1665927861880;559.24;559.24;559.24;;0.04;0.00;;
1466032;44;C115_G1;;car;silver;1665927870680;1665927870780;496.23;496.23;496.23;;0.10;0.00;;
1466132;100;C115_G1;;car;black;1665927900620;1665927900720;520.32;520.32;520.32;;0.10;0.00;;
1466139;7;C115_G1;;car;black;1665927906500;1665927906660;439.72;439.72;439.72;;0.16;0.00;;
1466498;359;C115_G1;;car;silver;1665928055820;1665928055980;601.05;601.05;601.05;;0.16;0.00;;
1466607;109;C115_G1;;car;black;1665928103840;1665928104140;255.42;242.50;256.34;;0.30;0.00;;
1466633;26;C115_G1;;car;silver;1665928110300;1665928110500;372.81;372.81;372.81;;0.20;0.00;;
1466659;26;C115_G1;;car;silver;1665928118520;1665928118720;470.81;453.83;482.13;;0.20;0.00;;
1466693;34;C115_G1;;car;black;1665928128000;1665928128140;601.26;601.26;601.26;;0.14;0.00;;
1467335;642;C115_G1;;car;silver;1665928312400;1665928312460;452.73;452.73;452.73;;0.06;0.00;;
1467523;188;C115_G1;;car;black;1665928363020;1665928363120;539.52;539.52;539.52;;0.10;0.00;;
1467806;283;C115_G1;;car;silver;1665928471920;1665928472060;714.84;714.84;714.84;;0.14;0.00;;
1467988;182;C115_G1;;car;black;1665928513560;1665928513800;321.10;321.10;321.10;;0.24;0.00;;
1468683;695;C115_G1;;car;silver;1665928759040;1665928759220;425.65;400.83;428.76;;0.18;0.00;;
1468696;13;C115_G1;;car;black;1665928763620;1665928763800;482.50;454.70;485.98;;0.18;0.00;;
1468776;80;C115_G1;;car;silver;1665928780120;1665928780140;487.66;487.66;487.66;;0.02;0.00;;
1468790;14;C115_G1;;car;white;1665928785020;1665928785160;183.46;183.46;183.46;;0.14;0.00;;
1468817;27;C115_G1;;car;black;1665928790740;1665928790840;318.25;318.25;318.25;;0.10;0.00;;
1468868;51;C115_G1;;car;white;1665928797960;1665928798140;469.15;469.15;469.15;;0.18;0.00;;
1469490;622;C115_G1;;car;silver;1665928942220;1665928942280;472.04;472.04;472.04;;0.06;0.00;;
1469665;175;C115_G1;;car;black;1665928992080;1665928992140;204.76;204.76;204.76;;0.06;0.00;;
1469703;38;C115_G1;;car;silver;1665928999420;1665928999640;429.91;427.63;452.74;;0.22;0.00;;
1469811;108;C115_G1;;car;white;1665929048600;1665929048740;523.09;523.09;523.09;;0.14;0.00;;
1469916;105;C115_G1;;car;black;1665929077620;1665929077880;291.02;291.02;291.02;;0.26;0.00;;
1469938;22;C115_G1;;car;silver;1665929084180;1665929084400;412.70;412.70;412.70;;0.22;0.00;;
1469992;54;C115_G1;;car;silver;1665929095300;1665929095320;475.02;475.02;475.02;;0.02;0.00;;
1470043;51;C115_G1;;car;silver;1665929110820;1665929110920;541.43;541.43;541.43;;0.10;0.00;;
1470078;35;C115_G1;;car;red;1665929122460;1665929122600;385.27;385.27;385.27;;0.14;0.00;;
1470280;202;C115_G1;;car;silver;1665929179380;1665929179540;590.78;565.60;594.38;;0.16;0.00;;
1470385;105;C115_G1;;car;silver;1665929204960;1665929205220;390.44;385.19;419.32;;0.26;0.00;;
1470420;35;C115_G1;;car;silver;1665929217120;1665929217300;541.81;537.48;576.48;;0.18;0.00;;
1470613;193;C115_G1;;car;silver;1665929284160;1665929284260;466.29;466.29;466.29;;0.10;0.00;;
1471280;667;C115_G1;;car;red;1665929461200;1665929461400;434.23;414.09;439.26;;0.20;0.00;;
1471489;209;C115_G1;;car;black;1665929493760;1665929493920;511.26;511.26;511.26;;0.16;0.00;;
1471862;373;C115_G1;;car;red;1665929588700;1665929588780;447.56;447.56;447.56;;0.08;0.00;;
1472040;178;C115_G1;;car;black;1665929645540;1665929645720;546.41;534.67;549.77;;0.18;0.00;;
1472083;43;C115_G1;;car;silver;1665929660520;1665929660580;356.91;356.91;356.91;;0.06;0.00;;
1472168;85;C115_G1;;car;black;1665929695020;1665929695220;475.25;459.36;479.22;;0.20;0.00;;
1472408;240;C115_G1;;car;black;1665929793020;1665929793260;358.27;349.59;366.96;;0.24;0.00;;
1472598;190;C115_G1;;car;white;1665929854340;1665929854520;579.97;566.03;597.40;;0.18;0.00;;
1472611;13;C115_G1;;car;silver;1665929857080;1665929857320;473.29;463.22;503.50;;0.24;0.00;;
1473229;618;C115_G1;;car;silver;1665930016680;1665930016840;562.70;562.70;562.70;;0.16;0.00;;
1473401;172;C115_G1;;car;silver;1665930087300;1665930087320;498.18;498.18;498.18;;0.02;0.00;;
1473440;39;C115_G1;;car;silver;1665930098620;1665930098640;362.72;362.72;362.72;;0.02;0.00;;
1473556;116;C115_G1;;car;black;1665930133260;1665930133480;365.08;365.08;365.08;;0.22;0.00;;
1473994;438;C115_G1;;car;black;1665930285460;1665930285500;455.65;455.65;455.65;;0.04;0.00;;
1474021;27;C115_G1;;car;black;1665930297660;1665930297900;375.21;372.53;377.12;;0.24;0.00;;
1474029;8;C115_G1;;car;black;1665930300620;1665930300820;398.79;398.79;398.79;;0.20;0.00;;
1474035;6;C115_G1;;car;white;1665930305060;1665930305280;412.26;412.26;412.26;;0.22;0.00;;
1474111;76;C115_G1;;car;black;1665930326200;1665930326540;326.51;323.34;341.32;;0.34;0.00;;
1474460;349;C115_G1;;car;silver;1665930470660;1665930470840;529.96;504.34;533.16;;0.18;0.00;;
1474568;108;C115_G1;;car;black;1665930491680;1665930491700;466.06;466.06;466.06;;0.02;0.00;;
1475090;522;C115_G1;;car;silver;1665930631000;1665930631240;310.28;310.28;310.28;;0.24;0.00;;
1475153;63;C115_G1;;car;white;1665930648420;1665930648540;429.13;429.13;429.13;;0.12;0.00;;
1475619;466;C115_G1;;car;black;1665930793080;1665930793260;476.06;476.06;476.06;;0.18;0.00;;
1475847;228;C115_G1;;car;silver;1665930880820;1665930881120;324.39;319.42;356.71;;0.30;0.00;;
1475918;71;C115_G1;;car;black;1665930899680;1665930899740;422.91;422.91;422.91;;0.06;0.00;;
1477313;1395;C115_G1;;car;silver;1665931369540;1665931369760;433.15;430.10;463.62;;0.22;0.00;;
1477638;325;C115_G1;;car;black;1665931454980;1665931455020;387.58;387.58;387.58;;0.04;0.00;;
1477787;149;C115_G1;;car;black;1665931496640;1665931496840;435.17;420.73;441.36;;0.20;0.00;;
1478004;217;C115_G1;;heavy;blue;1665931595120;1665931595140;399.63;399.63;399.63;;0.02;0.00;;
1478206;202;C115_G1;;car;black;1665931659540;1665931659800;242.33;242.33;242.33;;0.26;0.00;;
1478923;717;C115_G1;;light;white;1665931886120;1665931886200;500.46;496.64;511.91;;0.08;0.00;;
1479086;163;C115_G1;;car;black;1665931929060;1665931929080;457.97;457.97;457.97;;0.02;0.00;;
1479215;129;C115_G1;;car;white;1665931972180;1665931972420;408.70;393.07;416.52;;0.24;0.00;;
1479531;316;C115_G1;;car;blue;1665932100020;1665932100220;418.88;398.96;421.09;;0.20;0.00;;
1479675;144;C115_G1;;car;black;1665932164480;1665932164580;565.93;565.93;565.93;;0.10;0.00;;
1479821;146;C115_G1;;car;silver;1665932227500;1665932227540;435.97;435.97;435.97;;0.04;0.00;;
1479875;54;C115_G1;;car;white;1665932246500;1665932246540;404.82;404.82;404.82;;0.04;0.00;;
